Scenario,Waveform,Modulation,Bandwidth_MHz,IBO_dB,Method,NMSE_dB_before,NMSE_dB_during,NMSE_dB_after,EVM_percent_before,EVM_percent_during,EVM_percent_after,ACPR_dBc_before,ACPR_dBc_during,ACPR_dBc_after,NumAdaptations,Runtime_s,Comments,BW_config_MHz,NSC,ModOrder,ModName
S3,OFDM-QAM,16QAM,40,2.92256071356476,GMP_DPD,-16.5694711220373,-16.2064621905592,-16.4651271505785,14.8431625632897,15.4766474774182,15.0225494572081,-35.756947139086,-34.2453441564805,-34.3561051437906,0,2.977626851,"Static GMP-DPD baseline",40,332,16,16QAM
S3,OFDM-QAM,16QAM,40,2.92256071356476,NN_DPD_Static,-15.6627703438456,-15.3110791685345,-15.6509594586379,16.4763679787282,17.1571852936984,16.4987874274794,-32.5764421311904,-30.9920991635961,-32.1835787686858,0,13.850249168,"Offline NN-DPD with fixed weights",40,332,16,16QAM
S3,OFDM-QAM,16QAM,40,2.92256071356476,NN_DPD_Adaptive,-15.5734610594636,-15.3163196556112,-15.5231482790663,16.6466537773635,17.1468369133312,16.7433588787993,-32.4540787112375,-30.9075082936841,-31.7378623599607,3,16.116497724,"Online NN-DPD adaptation",40,332,16,16QAM
S4,OFDM-QAM,16QAM,40,2.92256071356476,No_DPD,-4.46395161231303,-3.02593204164548,-1.54013434709268,59.8139411909958,70.5835338290167,83.7516327926611,-18.1997811751257,-15.7460260141705,-13.679327387919,0,3.184684841,"Vieillissement lent du PA",40,332,16,16QAM
S4,OFDM-QAM,16QAM,40,2.92256071356476,MP_DPD,-20.4194827325868,-18.9638552233682,-17.2286633572571,9.5285290721326,11.266972617334,13.7583651690303,-34.8352665194162,-33.2458985756098,-26.9106922951561,0,3.219674719,"Static MP-DPD baseline",40,332,16,16QAM
S4,OFDM-QAM,16QAM,40,2.92256071356476,GMP_DPD,-20.4312511467898,-19.0105437431208,-17.320404440134,9.51562771715935,11.2065726996613,13.6138129114121,-34.770502217662,-33.1726423994411,-26.8958994614348,0,3.231765123,"Static GMP-DPD baseline",40,332,16,16QAM
S4,OFDM-QAM,16QAM,40,2.92256071356476,NN_DPD_Static,-18.3961525946796,-17.7708742906073,-16.9005885052683,12.0279709429629,12.9257658811888,14.2879714826247,-31.7589198728344,-30.8529528417226,-28.6103800311093,0,14.363106936,"Offline NN-DPD with fixed weights",40,332,16,16QAM
S4,OFDM-QAM,16QAM,40,2.92256071356476,NN_DPD_Adaptive,-18.1588373389582,-17.6764336496717,-16.3789732762805,12.3611288386694,13.067073005918,15.1722970241785,-31.6789448925322,-30.750550835754,-27.7639449978062,1,15.957949473,"Online NN-DPD adaptation",40,332,16,16QAM
S5,OFDM-QAM,16QAM,40,2.92256071356476,No_DPD,-4.3884247957594,-4.26237254807879,-4.28016480001859,60.336311916811,61.2183151245802,61.0930433427195,-20.2297946832146,-18.9914486646351,-22.4080666114166,0,3.263140832,"Variation de charge, désadaptation ou effet VSWR",40,332,16,16QAM
S5,OFDM-QAM,16QAM,40,2.92256071356476,MP_DPD,-11.3130069135251,-11.3458059184709,-11.2578354966406,27.1862717872486,27.0838066093102,27.3595043380498,-34.9695483727229,-34.9746233433328,-34.4857014180599,0,3.295961403,"Static MP-DPD baseline",40,332,16,16QAM
S5,OFDM-QAM,16QAM,40,2.92256071356476,GMP_DPD,-11.3138860378308,-11.3498126473896,-11.260685524932,27.1835203243764,27.0713159548772,27.3505285654635,-34.8983812580718,-34.8730458036433,-34.4348832875307,0,3.307399664,"Static GMP-DPD baseline",40,332,16,16QAM
S5,OFDM-QAM,16QAM,40,2.92256071356476,NN_DPD_Static,-11.0035036110447,-11.0624018758113,-10.962926077934,28.1724631466989,27.9820743504939,28.3043832511614,-31.8111171432414,-31.5249391748597,-31.5556207701701,0,14.301469714,"Offline NN-DPD with fixed weights",40,332,16,16QAM
S5,OFDM-QAM,16QAM,40,2.92256071356476,NN_DPD_Adaptive,-10.9422720996831,-11.0484269470622,-10.9347449472618,28.3717676807305,28.0271315942614,28.3963651819532,-31.7247486373965,-31.457380485647,-31.2284184531136,3,16.680205339,"Online NN-DPD adaptation",40,332,16,16QAM
S6,OFDM-QAM,16QAM,40,2.92256071356476,No_DPD,-4.68123858702101,-2.60685148944823,-0.635831559524049,58.3361912333451,74.072572125427,92.9412313516752,-18.3922867195274,-16.6759871710464,-11.7661722642812,0,3.250247844,"Dérive combinée thermique + puissance + mémoire + charge",40,332,16,16QAM
S6,OFDM-QAM,16QAM,40,2.92256071356476,MP_DPD,-14.0831602787128,-14.0648092686146,-12.2590877452461,19.7625046926458,19.8043018272037,24.3806686828305,-34.5412730869194,-34.2943048231629,-23.3765169132118,0,3.282881181,"Static MP-DPD baseline",40,332,16,16QAM
S6,OFDM-QAM,16QAM,40,2.92256071356476,GMP_DPD,-14.060007686423,-14.1002473465252,-12.300904198252,19.815252722889,19.7236656858523,24.2635749891816,-34.4843500078242,-34.2262803150083,-23.3620514181233,0,3.29461089,"Static GMP-DPD baseline",40,332,16,16QAM
S6,OFDM-QAM,16QAM,40,2.92256071356476,NN_DPD_Static,-13.4344787293037,-13.7560096304536,-12.3476292040466,21.2949224842307,20.5210471618518,24.1334015900202,-31.4344896869644,-31.8142766842374,-26.0509741969287,0,14.245774298,"Offline NN-DPD with fixed weights",40,332,16,16QAM
S6,OFDM-QAM,16QAM,40,2.92256071356476,NN_DPD_Adaptive,-13.3681107781189,-13.7039695986305,-12.3690710544259,21.4582579227202,20.6443645776858,24.0738997277927,-31.3448596782345,-31.7241914989423,-26.5052698442852,6,18.891873287,"Online NN-DPD adaptation",40,332,16,16QAM
S7,OFDM-QAM (repli apres echec 5G NR),16QAM,40,2.92256071356476,No_DPD,-4.70741600734018,-2.20079265125556,-0.931559898114681,58.1606430502739,77.6176281607399,89.8301252244979,-18.9952393348932,-13.8351086369988,-13.0328932744831,0,4.399993914,"Stress test 5G NR avec variation de bande, modulation et numérologie",40,332,16,16QAM
S7,OFDM-QAM (repli apres echec 5G NR),16QAM,40,2.92256071356476,MP_DPD,-14.093612830935,-14.0792210090836,-12.547618231591,19.7387369061534,19.7714695188037,23.5840880946371,-34.1773007586895,-33.1131141665001,-30.9421318214868,0,4.434756523,"Static MP-DPD baseline",40,332,16,16QAM
S7,OFDM-QAM (repli apres echec 5G NR),16QAM,40,2.92256071356476,GMP_DPD,-14.0639694654668,-14.1194840224018,-12.586990732251,19.8062167167268,19.6800319372512,23.4774250835271,-34.1032449237519,-33.1888164927902,-31.1275315275118,0,4.448298756,"Static GMP-DPD baseline",40,332,16,16QAM
S7,OFDM-QAM (repli apres echec 5G NR),16QAM,40,2.92256071356476,NN_DPD_Static,-13.684034756498,-13.8106973626885,-12.5145566539695,20.6917995313005,20.3922493009699,23.674028565383,-32.0058699834024,-31.5468023800459,-29.8621336052102,0,17.631988251,"Offline NN-DPD with fixed weights",40,332,16,16QAM
S7,OFDM-QAM (repli apres echec 5G NR),16QAM,40,2.92256071356476,NN_DPD_Adaptive,-13.6219555892003,-13.4713217196235,-12.5831138875129,20.8402162212681,21.2047869827423,23.4879062951471,-31.4953574556567,-29.7248510279864,-30.9873265713983,8,24.734592702,"Online NN-DPD adaptation",40,332,16,16QAM
S8,OFDM-QAM,16QAM,40,2.92256071356476,No_DPD,-4.68123858702101,-2.60685148944823,-0.635831559524049,58.3361912333451,74.072572125427,92.9412313516752,-18.3922867195274,-16.6759871710464,-11.7661722642812,0,3.254504849,"Optimisation de la politique d adaptation par RL ou heuristique",40,332,16,16QAM
S8,OFDM-QAM,16QAM,40,2.92256071356476,MP_DPD,-14.0831602787128,-14.0648092686146,-12.2590877452461,19.7625046926458,19.8043018272037,24.3806686828305,-34.5412730869194,-34.2943048231629,-23.3765169132118,0,3.287923905,"Static MP-DPD baseline",40,332,16,16QAM
S8,OFDM-QAM,16QAM,40,2.92256071356476,GMP_DPD,-14.060007686423,-14.1002473465252,-12.300904198252,19.815252722889,19.7236656858523,24.2635749891816,-34.4843500078242,-34.2262803150083,-23.3620514181233,0,3.301581112,"Static GMP-DPD baseline",40,332,16,16QAM
S8,OFDM-QAM,16QAM,40,2.92256071356476,NN_DPD_Static,-13.4344787293037,-13.7560096304536,-12.3476292040466,21.2949224842307,20.5210471618518,24.1334015900202,-31.4344896869644,-31.8142766842374,-26.0509741969287,0,14.270683242,"Offline NN-DPD with fixed weights",40,332,16,16QAM
S8,OFDM-QAM,16QAM,40,2.92256071356476,RL_Adaptive_Policy,-13.3681107781189,-13.6759705709202,-11.9884385403176,21.4582579227202,20.7110192084832,25.1523213485515,-31.3448596782345,-31.6847857557755,-25.2991434904253,0,15.372088863,"Online NN-DPD adaptation",40,332,16,16QAM
S0,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-5.22849583772238,-5.05045961840176,-5.00348291782317,54.7740946737116,55.9083942568023,56.2115879545143,-22.8415895907189,-20.1351941827526,-20.266130644052,0,2.846531588,"Calibration nominale et référence de performance",40,332,64,64QAM
S0,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-21.1980040542382,-20.7818600161387,-21.0239275521868,8.71163753198804,9.13917512141859,8.88799133205476,-36.5060450111379,-35.4520426592718,-34.362160820749,0,2.880686106,"Static MP-DPD baseline",40,332,64,64QAM
S0,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-21.4070254629158,-20.9499232873986,-21.2934946937444,8.5044988519214,8.96404102834667,8.61638835906279,-36.3098496439357,-35.2439297363494,-34.270213812025,0,2.8920253,"Static GMP-DPD baseline",40,332,64,64QAM
S0,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-18.7783348246989,-18.6569083258256,-18.8658645014568,11.5102103048625,11.6722500770004,11.3948017847355,-32.4710189473642,-31.7180250364012,-31.4947002574187,0,13.762837238,"Offline NN-DPD with fixed weights",40,332,64,64QAM
S0,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Adaptive,-18.6954060267571,-18.5690375141924,-18.6537985273461,11.6206306732115,11.7909317164206,11.6764298266582,-32.4217621137917,-31.6397048982678,-30.8717008613196,0,14.569948818,"Online NN-DPD adaptation",40,332,64,64QAM
S1,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-4.47677188018432,-2.47215624563241,-0.800491170585724,59.7257216599732,75.2301950324251,91.1959268330763,-20.8867198210186,-15.0653093456123,-13.2326015777798,0,3.235836055,"Dérive thermique graduelle du PA",40,332,64,64QAM
S1,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-20.3723445537476,-18.4192316529131,-17.2008231168355,9.58038081319549,11.9960541462424,13.8025345892379,-36.1475971161144,-33.3971042262381,-31.70836229902,0,3.268683483,"Static MP-DPD baseline",40,332,64,64QAM
S1,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-20.5830926062872,-18.5265211915449,-17.4586463261764,9.35072682749629,11.8487883090672,13.3988548890285,-35.9743799923209,-33.0957584517708,-31.8519450497689,0,3.279738027,"Static GMP-DPD baseline",40,332,64,64QAM
S1,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-18.373787954639,-17.4353339237639,-16.5413731835986,12.0589807605727,13.434864907845,14.8912563786143,-32.3427242367521,-30.8531922056686,-29.8267184260383,0,14.220789951,"Offline NN-DPD with fixed weights",40,332,64,64QAM
S1,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Adaptive,-18.3029638358818,-17.375391498396,-16.1878834277669,12.1577107932644,13.5279012721329,15.50978682279,-32.2949081300712,-30.792782278572,-28.51523217207,3,16.553717262,"Online NN-DPD adaptation",40,332,64,64QAM
S2,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-5.22849583772238,-0.844886094493412,-0.317326274994935,54.7740946737116,90.7309995310654,96.4125758966287,-22.8415895907189,-12.748314583667,-12.8594963282774,0,2.98477339,"Rupture brutale de puissance ou changement d IBO",40,332,64,64QAM
S2,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-21.1980040542382,-12.7863165435549,-16.0024367382627,8.71163753198804,22.9447945230911,15.8444862910863,-36.5060450111379,-30.5330089252523,-30.5674823825603,0,3.018681895,"Static MP-DPD baseline",40,332,64,64QAM
S2,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-21.4070254629158,-12.8613940303332,-16.2666019295295,8.5044988519214,22.7473232132813,15.3698597126167,-36.3098496439357,-30.587658127939,-30.7659129432895,0,3.034589387,"Static GMP-DPD baseline",40,332,64,64QAM
S2,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-18.7783348246989,-12.4658644937771,-15.6622867250258,11.5102103048625,23.8071153017459,16.4772853865938,-32.4710189473642,-28.7520037697886,-29.0950812794277,0,13.940089078,"Offline NN-DPD with fixed weights",40,332,64,64QAM
S2,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Adaptive,-18.6954060267571,-12.6302653189842,-15.1899861812396,11.6206306732115,23.3607474344394,17.3980546596843,-32.4217621137917,-28.9584476161462,-28.3706792660881,6,20.743502374,"Online NN-DPD adaptation",40,332,64,64QAM
S3,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-5.11449544420966,-4.91716145386702,-4.85730864055349,55.497731030699,56.7730109125289,57.1655739168251,-23.2925935635113,-19.5856868648294,-20.855624144189,0,2.939823873,"Variation des effets mémoire du PA",40,332,64,64QAM
S3,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-16.7033102411675,-16.361435309328,-16.6490696947222,14.6162003672069,15.2029628595289,14.7077593494484,-37.2265354632109,-34.7357226512124,-35.0682213471614,0,2.975491337,"Static MP-DPD baseline",40,332,64,64QAM
S3,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-16.7507581532233,-16.4292177244828,-16.735078374196,14.5365749668062,15.0847846221266,14.5628401102364,-37.0376229069544,-34.5221831035086,-34.9835188228077,0,2.986392132,"Static GMP-DPD baseline",40,332,64,64QAM
S3,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-15.7420888446447,-15.41809318703,-15.7546889898189,16.3265926714233,16.9470979918104,16.3029257464413,-33.1588102573556,-30.9571666647173,-32.1763391630402,0,14.067189903,"Offline NN-DPD with fixed weights",40,332,64,64QAM
S3,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Adaptive,-15.7090471471335,-15.4223783820557,-15.6221050509836,16.3888183879399,16.9387391809112,16.55368731355,-33.0833225363441,-30.9073852477151,-31.3962263857756,3,16.36055535,"Online NN-DPD adaptation",40,332,64,64QAM
S4,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-4.58349057551711,-2.76915649012281,-1.11871511702927,58.9963945274891,72.7012997954643,87.9152558156726,-20.9905702845787,-15.2693324478959,-13.2787144499175,0,3.169749469,"Vieillissement lent du PA",40,332,64,64QAM
S4,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-20.8191380065756,-19.3437668468062,-18.5931510046888,9.10003577507272,10.784789122488,11.7582435018693,-36.1124784874476,-33.4734170862521,-31.870991413445,0,3.201646092,"Static MP-DPD baseline",40,332,64,64QAM
S4,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-21.0144513155936,-19.4034135754095,-18.8167576022444,8.89769335144127,10.7109827832465,11.4594063533515,-35.9369080354604,-33.1830016216142,-31.9902777925973,0,3.214293902,"Static GMP-DPD baseline",40,332,64,64QAM
S4,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-18.5824839574646,-17.9272353514102,-17.3905295697531,11.7726925442211,12.6951615689449,13.5043449074381,-32.2824800451888,-30.7785570903605,-29.8379913346899,0,14.139469392,"Offline NN-DPD with fixed weights",40,332,64,64QAM
S4,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Adaptive,-18.5086791100032,-17.8617550197529,-17.0198325453531,11.8731524600258,12.7912282601319,14.0931596826202,-32.2352120136368,-30.7184511641017,-28.6221521082998,2,15.947411581,"Online NN-DPD adaptation",40,332,64,64QAM
S5,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-4.22652755095499,-3.89350488137936,-4.2316152069293,61.4714733534403,63.874094418354,61.435477716144,-21.2963206985647,-17.8483483441864,-21.1669922398582,0,3.21728291,"Variation de charge, désadaptation ou effet VSWR",40,332,64,64QAM
S5,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-11.3395800346252,-11.3710402115926,-11.3376570864148,27.103226736388,27.0052367752284,27.1092277187969,-36.190178823918,-34.7615879299789,-34.0571093389378,0,3.248658279,"Static MP-DPD baseline",40,332,64,64QAM
S5,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-11.3645446318073,-11.3915982296065,-11.3625762392699,27.0254396886943,26.9413955702374,27.0315648761165,-36.0192073129769,-34.6709018832858,-33.9379168237227,0,3.259643372,"Static GMP-DPD baseline",40,332,64,64QAM
S5,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-11.0814111496741,-11.0861310096905,-11.0964772928902,27.9209018854303,27.9057339572813,27.8725135560922,-32.3229922146975,-31.3599151968843,-31.3405474853151,0,14.154973976,"Offline NN-DPD with fixed weights",40,332,64,64QAM
S5,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Adaptive,-11.0693607936973,-11.0613521441333,-11.0604659651319,27.959664789443,27.9854563235712,27.9883116889894,-32.2750539786389,-31.3388281411906,-30.8349987985697,4,17.058931231,"Online NN-DPD adaptation",40,332,64,64QAM
S6,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-4.74381784114995,-2.37304885678241,-0.439258324529153,57.9174067285777,76.0934994345326,95.06859678813,-21.2044338557521,-16.693737730716,-11.639059762531,0,3.25989737,"Dérive combinée thermique + puissance + mémoire + charge",40,332,64,64QAM
S6,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-14.1487854969756,-14.1411162095188,-12.9409448416839,19.6137540528216,19.6310798481845,22.539940117847,-35.9913530852854,-34.7724193749757,-29.7059733657003,0,3.293320048,"Static MP-DPD baseline",40,332,64,64QAM
S6,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-14.1436064303249,-14.2234695860794,-13.0014272748477,19.6254524779911,19.4458316104761,22.3835329969466,-35.8145543994023,-34.5391716126592,-29.8918968257565,0,3.304261231,"Static GMP-DPD baseline",40,332,64,64QAM
S6,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-13.5229344272131,-13.8357718448262,-12.549021418767,21.0791589465561,20.3334657136201,23.5802784426093,-32.0287032692428,-31.8477550782109,-28.0840077194993,0,14.264530434,"Offline NN-DPD with fixed weights",40,332,64,64QAM
S6,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Adaptive,-13.5062862199453,-13.8304625229276,-12.4684236256066,21.1196000239808,20.3458985121922,23.8001020221992,-31.9672727682079,-31.812364992449,-27.0263064541882,6,18.240066918,"Online NN-DPD adaptation",40,332,64,64QAM
S7,OFDM-QAM (repli apres echec 5G NR),64QAM,40,2.92256071356476,No_DPD,-4.70087500292565,-2.61761915471692,-0.318913034650442,58.204458055747,73.9808032307022,96.3949646191162,-18.7718948806577,-15.0901272472263,-13.4217000596364,0,4.410497859,"Stress test 5G NR avec variation de bande, modulation et numérologie",40,332,64,64QAM
S7,OFDM-QAM (repli apres echec 5G NR),64QAM,40,2.92256071356476,MP_DPD,-14.1294947424735,-14.1933951080288,-12.9221837186239,19.6573632398415,19.5132785722916,22.5886779710553,-34.2049774703164,-33.3296723663234,-30.5242090795526,0,4.445254565,"Static MP-DPD baseline",40,332,64,64QAM
S7,OFDM-QAM (repli apres echec 5G NR),64QAM,40,2.92256071356476,GMP_DPD,-14.113441326323,-14.2423794976682,-12.9495047459051,19.693727923767,19.4035424513204,22.5177380525189,-34.1360709566355,-33.353398001931,-30.5796520111501,0,4.458937537,"Static GMP-DPD baseline",40,332,64,64QAM
S7,OFDM-QAM (repli apres echec 5G NR),64QAM,40,2.92256071356476,NN_DPD_Static,-13.7910230818835,-14.0808318989851,-12.7149812660774,20.4384918366592,19.7678030311244,23.1340109439222,-31.8104385892351,-31.6526406642293,-29.2104809945865,0,17.592162345,"Offline NN-DPD with fixed weights",40,332,64,64QAM
S7,OFDM-QAM (repli apres echec 5G NR),64QAM,40,2.92256071356476,NN_DPD_Adaptive,-13.7718797630708,-13.8605144885597,-12.6573048512439,20.4835870495929,20.2756261798768,23.2881375427575,-31.7026178531011,-30.2553118818644,-30.7427190648245,8,25.459939753,"Online NN-DPD adaptation",40,332,64,64QAM
S8,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-4.74381784114995,-2.37304885678241,-0.439258324529153,57.9174067285777,76.0934994345326,95.06859678813,-21.2044338557521,-16.693737730716,-11.639059762531,0,3.25766399,"Optimisation de la politique d adaptation par RL ou heuristique",40,332,64,64QAM
S8,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-14.1487854969756,-14.1411162095188,-12.9409448416839,19.6137540528216,19.6310798481845,22.539940117847,-35.9913530852854,-34.7724193749757,-29.7059733657003,0,3.293381979,"Static MP-DPD baseline",40,332,64,64QAM
S8,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-14.1436064303249,-14.2234695860794,-13.0014272748477,19.6254524779911,19.4458316104761,22.3835329969466,-35.8145543994023,-34.5391716126592,-29.8918968257565,0,3.305029647,"Static GMP-DPD baseline",40,332,64,64QAM
S8,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-13.5229344272131,-13.8357718448262,-12.549021418767,21.0791589465561,20.3334657136201,23.5802784426093,-32.0287032692428,-31.8477550782109,-28.0840077194993,0,14.271439437,"Offline NN-DPD with fixed weights",40,332,64,64QAM
S8,OFDM-QAM,64QAM,40,2.92256071356476,RL_Adaptive_Policy,-13.5062862199453,-13.8034731476696,-12.3024341567678,21.1196000239808,20.4092169669604,24.2593015070738,-31.9672727682079,-31.7696457865656,-26.767007469771,0,15.359595524,"Online NN-DPD adaptation",40,332,64,64QAM
S0,OFDM-QAM,256QAM,40,2.92256071356476,No_DPD,-5.11051282324937,-4.68530541482292,-4.72086555070593,55.5231834732127,58.3088839887236,58.0706547109966,-21.8403361141153,-18.9063436693996,-20.542112360353,0,2.843526834,"Calibration nominale et référence de performance",40,332,256,256QAM
S0,OFDM-QAM,256QAM,40,2.92256071356476,MP_DPD,-20.2729160098127,-20.0233560478332,-19.9293789874797,9.69067881117896,9.97314647647856,10.0816368717296,-36.8711383383799,-34.8406388862689,-35.0761051974459,0,2.877408719,"Static MP-DPD baseline",40,332,256,256QAM
S0,OFDM-QAM,256QAM,40,2.92256071356476,GMP_DPD,-20.5583614146344,-20.2829539472789,-20.1555660047169,9.37738893850019,9.679486147501,9.82249236174874,-36.4386510286243,-34.4889421901159,-34.9600795343919,0,2.889579565,"Static GMP-DPD baseline",40,332,256,256QAM
S0,OFDM-QAM,256QAM,40,2.92256071356476,NN_DPD_Static,-18.4479171101097,-18.2861848290399,-18.3268332383054,11.9565021008496,12.1812192053554,12.1243464600959,-32.3971568228033,-31.4033132890398,-31.5289895208376,0,13.749911004,"Offline NN-DPD with fixed weights",40,332,256,256QAM
S0,OFDM-QAM,256QAM,40,2.92256071356476,NN_DPD_Adaptive,-18.3934395254097,-18.2130055238443,-18.1880056414296,12.0317285103176,12.2842804778581,12.3196882441312,-32.3044450368375,-31.3226044760308,-31.3148590927492,0,14.568010392,"Online NN-DPD adaptation",40,332,256,256QAM
S1,OFDM-QAM,256QAM,40,2.92256071356476,No_DPD,-4.34710366559402,-1.99770664471011,-0.527889577401637,60.6240319371571,79.4537990713231,94.1034446700655,-19.8435931196138,-14.2388369742339,-13.2806639450273,0,3.248744135,"Dérive thermique graduelle du PA",40,332,256,256QAM
S1,OFDM-QAM,256QAM,40,2.92256071356476,MP_DPD,-19.5255169900262,-17.9710685090311,-16.2089603577161,10.5614646679456,12.6312570875835,15.4721968460424,-36.3949263169536,-33.3247542065355,-31.9817014567591,0,3.282806068,"Static MP-DPD baseline",40,332,256,256QAM
S1,OFDM-QAM,256QAM,40,2.92256071356476,GMP_DPD,-19.7973742841157,-18.1571025335669,-16.2314782837788,10.2360237714909,12.3635979345795,15.4321375569917,-36.0207230170123,-33.0515620496191,-31.605939447944,0,3.293555271,"Static GMP-DPD baseline",40,332,256,256QAM
S1,OFDM-QAM,256QAM,40,2.92256071356476,NN_DPD_Static,-18.0305987572412,-17.0719137269483,-16.0753295301675,12.5449825669868,14.0089089830736,15.7120742758188,-32.230838876905,-30.5396170973827,-29.7016157062404,0,14.221246864,"Offline NN-DPD with fixed weights",40,332,256,256QAM
S1,OFDM-QAM,256QAM,40,2.92256071356476,NN_DPD_Adaptive,-17.9832145712508,-17.0371141777257,-16.0955090229526,12.6136062973815,14.0651475058131,15.6756135698966,-32.1397220451139,-30.4565480981472,-29.572156875601,4,17.144486229,"Online NN-DPD adaptation",40,332,256,256QAM
S2,OFDM-QAM,256QAM,40,2.92256071356476,No_DPD,-5.11051282324937,-0.581369212894203,-0.209517500189886,55.5231834732127,93.5258231729903,97.6167006848587,-21.8403361141153,-12.5398467692814,-12.918078366305,0,2.990528448,"Rupture brutale de puissance ou changement d IBO",40,332,256,256QAM
S2,OFDM-QAM,256QAM,40,2.92256071356476,MP_DPD,-20.2729160098127,-12.6129396369913,-14.8971875912169,9.69067881117896,23.4073914551959,17.9945346679761,-36.8711383383799,-30.6641928095366,-30.5647217875891,0,3.025622107,"Static MP-DPD baseline",40,332,256,256QAM
S2,OFDM-QAM,256QAM,40,2.92256071356476,GMP_DPD,-20.5583614146344,-12.7324372207002,-14.8088633711216,9.37738893850019,23.0875654155086,18.1784492232862,-36.4386510286243,-30.9553247764038,-29.9727332619911,0,3.036517825,"Static GMP-DPD baseline",40,332,256,256QAM
S2,OFDM-QAM,256QAM,40,2.92256071356476,NN_DPD_Static,-18.4479171101097,-12.2801759854597,-15.1794564527992,11.9565021008496,24.3215473050566,17.4191587591336,-32.3971568228033,-28.433388713871,-28.9137956584295,0,14.185115876,"Offline NN-DPD with fixed weights",40,332,256,256QAM
S2,OFDM-QAM,256QAM,40,2.92256071356476,NN_DPD_Adaptive,-18.3934395254097,-12.4359344266504,-15.5430349828235,12.0317285103176,23.8892919882365,16.7050681166582,-32.3044450368375,-28.5280381020446,-29.4862761060105,6,19.110119025,"Online NN-DPD adaptation",40,332,256,256QAM
S3,OFDM-QAM,256QAM,40,2.92256071356476,No_DPD,-4.99068088557399,-4.54790841207143,-4.66069618323223,56.2944986492278,59.2385717936347,58.4743214479683,-22.2959793708493,-18.3925072775591,-20.8792033381079,0,2.921883878,"Variation des effets mémoire du PA",40,332,256,256QAM
S3,OFDM-QAM,256QAM,40,2.92256071356476,MP_DPD,-16.328115467948,-16.126639881053,-16.2141937399361,15.2613947739105,15.619531595506,15.4628774170908,-37.5252716990093,-34.0673519001961,-35.7396033702283,0,2.956474215,"Static MP-DPD baseline",40,332,256,256QAM
S3,OFDM-QAM,256QAM,40,2.92256071356476,GMP_DPD,-16.452834690257,-16.2191999377516,-16.3253944275573,15.0438247476872,15.4539678036159,15.2661764806322,-37.1174438854153,-33.7052260518402,-35.6487250442248,0,2.968357526,"Static GMP-DPD baseline",40,332,256,256QAM
S3,OFDM-QAM,256QAM,40,2.92256071356476,NN_DPD_Static,-15.543536517988,-15.2783171437477,-15.4945520466796,16.7041035709921,17.2220221243025,16.7985732586556,-33.0766433630968,-30.6307640236638,-32.2057624314025,0,13.863312861,"Offline NN-DPD with fixed weights",40,332,256,256QAM
